x,y,dow
522932.90476190473,6714574.333333333,4.352967741097814
650572.0,6874423.0,1.75
510886.7272727273,6836825.2727272725,3.2278178501496706
277985.35294117645,6779861.823529412,2.626088124486424
355171.80000000005,6772436.0,5.5551870965691545
352704.55555555556,6697882.888888888,7.547632913782378
567397.75,7162937.25,2.0974064517154223
658618.75,6923120.75,3.0462574237919777
483861.0,6706998.0,3.25
423877.82352941175,6877829.705882353,3.2615675761174527
591926.6,7229223.4,3.9448129034308446
424405.0,7257917.25,5.36611322759638
507446.75,7638975.0,7.402593548284577
428788.0,6758388.666666666,6.13388677240362
244356.77777777775,6802306.222222222,3.921815045587275
382792.7804878049,6676745.341463415,4.045245393299492
512655.9090909091,7045318.636363637,6.12005100182477
294939.57692307694,6848211.692307693,6.772644550109347
439452.5,6998581.3125,7.193346054514972
278515.9090909091,6705951.636363637,3.7500000000000004
523761.3333333333,7015576.888888888,3.5974064517154223
220935.0,6855316.8125,2.89482585132327
538351.75,6756573.5,5.620051001824769
466809.5,7423841.5,4.25
448403.45454545453,6808149.2727272725,4.4234755954518175
217278.85714285713,6950480.714285714,2.1076596786469084
540342.5555555555,6925125.333333333,3.2500000000000004
229797.5909090909,6817188.7727272725,5.636863386657055
277887.5,7042027.5,4.902593548284578
418760.1,6691731.433333334,5.556836040226733
403548.05000000005,6683171.300000001,5.645951174231983
225196.93333333332,6741289.8,7.283343459950934
519689.77777777775,7072206.444444444,1.8596313506921112
565385.4444444444,7096363.777777777,4.064062991764488
268471.3571428571,6738470.571428571,4.597406451715423
464902.0,7416917.666666666,2.902593548284578
240248.23529411765,6712095.94117647,5.522909576914447
333257.9130434783,6820889.826086956,1.386919976891722
331750.5,6725856.0,1.7500000000000002
214912.5,6903483.75,7.902593548284577
429625.1904761905,7210009.6190476185,4.709056339154616
581674.1666666666,7182182.5,4.620051001824769
449051.0,6715399.0,2.7500000000000004
449596.5,6880602.800000001,7.786480320688198
245402.53333333333,6707667.333333333,3.625629170996068
412425.4285714285,7338777.571428571,3.722056074701366
529574.25,6954852.75,3.7500000000000004
488414.0,7497685.75,7.75
522619.0,7438764.0,1.25
400996.1666666666,7178181.583333333,1.5163075769803398
556599.0,7378796.0,5.75
531355.3076923077,6968891.76923077,7.261567576117452
379923.0,7170828.642857143,1.5364803206881976
382382.0344827586,6683325.137931034,5.884509633571973
520750.4,7098532.600000001,3.902593548284578
218894.33333333334,6821321.466666667,1.5779355327456355
549504.3333333333,7112447.166666666,1.875350377014057
387568.375,7298222.5,6.522909576914446
208073.0,6767615.0,6.597406451715422
437262.3333333333,6703789.222222222,5.296725713292846
264150.4666666667,7023353.666666667,5.850923725488185
285635.8947368421,6772442.315789473,3.991770243333124
354696.27777777775,6838943.277777777,7.943589499724673
303987.1176470588,7075268.529411765,6.565292000434271
410534.5833333333,6727883.583333333,4.138139748118401
320918.25,6739298.25,4.234121964499959
235403.27777777775,6998558.5,3.2690345766422944
414716.0714285714,7278065.785714285,3.5000000000000004
380018.1666666666,6719791.75,3.0147867235228585
248082.1,6990689.4,4.5087993187258935
291386.11111111107,6893926.333333333,1.3310988747350825
345668.2,6687735.600000001,3.0551870965691563
573372.7142857142,6773303.142857143,5.8226745053202835
482147.125,7477631.875,6.35963135069211
534010.2727272727,7120995.181818182,4.620051001824769
432893.4736842105,6913557.736842105,4.187707647300108
304839.0588235294,6836206.235294118,1.7351007172343849
245433.8333333333,6721417.25,2.51630757698034
556218.25,7148870.5,5.046257423791977
217590.40000000002,6874949.300000001,1.6805374735832124
638992.5,6988382.5,2.8394071292015743
220644.5,6750733.642857143,1.0
447557.60000000003,7069353.4,4.36611322759638
522002.6666666666,7615663.0,6.75
432274.4,7177429.600000001,3.75
334724.9,6785860.300000001,3.2500000000000004
376413.25,6733928.333333333,4.854279754644685
459800.0,7387856.0,6.75
438926.0,7049545.666666666,6.75
530878.9285714285,7000596.928571428,5.25
417700.0833333333,6740215.083333333,4.4053559684892125
268184.18518518517,6788215.481481481,2.538350860278563
279120.0,6939010.0,3.3170845948561514
525227.2000000001,6753712.600000001,3.902593548284578
214919.45454545456,6815972.2727272725,7.055187096569155
287826.3333333333,6865818.916666666,7.902593548284577
223323.125,6842954.5,7.191083275115247
319439.47619047615,6819863.142857143,1.680144196195597
426457.9090909091,7221881.363636364,3.028954491638561
480153.4166666666,6748617.916666666,7.3936638755074
519818.8181818182,7400087.363636364,7.961230170977958
382377.3333333333,6847344.333333333,5.808916724884752
309825.5833333333,7083423.166666666,1.4720560747013653
349348.7272727273,7130957.181818182,3.1493815693810827
516570.0,7588564.0,5.75
214220.9230769231,6795546.615384616,5.178967726709523
577762.2000000001,7076743.2,7.972056074701366
428047.77777777775,7214198.666666666,6.092220777745289
547844.8,6760919.600000001,1.7500000000000002
309664.2857142857,6753388.857142856,4.0
518177.0,7596242.0,6.75
364675.45454545453,6680953.909090909,3.953742576208023
534416.8181818182,6986765.909090909,7.327877369193124
257337.66666666666,6975846.083333333,1.75
484573.0,7450523.0,2.7500000000000004
441551.3333333333,7110446.5,6.691083275115247
257264.0,6730660.0,7.904277520685905
393906.8571428571,6681958.19047619,5.541818081917477
593652.0,7280569.333333333,4.25
420172.75,7185173.25,6.13388677240362
211203.375,6838122.875,7.569057861054701
232112.27272727274,6723889.7272727275,6.3310988747350825
446911.14285714284,6823569.5,3.722056074701366
328399.0,6789355.666666666,4.274731946395139
644749.5,6973595.0,2.0974064517154223
464246.60000000003,6806005.600000001,2.3089167248847535
415240.0,7183471.0,7.75
350684.6875,6709230.4375,6.303674816795802
661390.875,6904969.25,7.14036864930789
585091.0,7355232.0,5.75
519342.8333333333,7027872.333333333,1.8596313506921112
447801.625,6787950.125,1.902593548284578
424797.4,7349298.800000001,1.191083275115247
424022.1666666666,7239865.5,4.802520614999208
565430.0,6768626.0,6.36611322759638
346071.2857142857,6716804.214285714,4.074201349090613
554115.0,6764886.454545455,7.46607881757004
236688.9090909091,6808954.181818182,5.308916724884753
397804.5,7327533.5,2.0462574237919773
255836.1111111111,7017803.555555555,4.647506216627207
497152.5,6709775.25,4.097406451715422
598090.25,7319187.75,1.9720560747013658
443831.0,7123407.75,6.879948998175231
442131.0714285714,6899097.714285714,3.694812903430845
501541.2222222222,6829498.111111111,5.4852132764771415
302502.09090909094,6763518.863636364,5.327877369193124
654285.3333333333,6887541.333333333,1.4762426760074496
215895.81818181818,6757355.2727272725,6.0652920004342725
521499.1818181818,6841574.363636364,7.35963135069211
211596.66666666666,6924610.111111111,6.565292000434272
238418.22222222222,7013080.777777777,5.01073358629394
288329.3333333333,7056548.0,2.750000000000001
518614.44444444444,7415820.222222222,4.924224890673276
374602.0,6676744.75,5.4273254946797165
333197.0,6690183.0,2.7500000000000004
266618.5,6953086.75,3.250000000000001
326883.11111111107,6816911.5,3.968933237947915
211076.0,6761899.555555555,5.049847209587629
430358.4230769231,6890711.461538462,7.9110055979814105
439165.0,7148870.666666666,1.75
395656.45454545453,6690336.045454546,1.5750656523492361
596132.6666666666,7243711.333333333,3.3310988747350825
362213.6666666666,6764331.916666666,2.042445383891299
596052.5,7346064.5,3.2500000000000004
215731.54545454547,6805251.0,5.597406451715422
493008.3333333333,6707221.222222222,7.25
346237.09090909094,6778238.454545455,6.453742576208023
436130.8888888889,7163136.111111111,7.0050873316573705
230401.27272727274,6728090.818181818,6.6246496229859435
618027.2000000001,6805299.2,4.527943925298635
403470.63636363635,7284969.181818182,1.9867537540386642
601282.1666666666,7309940.666666666,2.9118306977022543
339035.3333333333,6783074.333333333,7.182915405143849
220900.66666666666,6828564.666666666,5.840885660849633
508951.0,7669600.0,7.75
615763.6666666666,7013998.666666666,4.75
500144.5,7470445.5,6.75
390527.0,7290392.714285714,7.25
525321.2857142857,7114329.571428571,3.639142757484312
315181.9285714286,7086401.642857143,6.0
424385.14285714284,7248364.0,5.847406451715423
513646.6666666666,7458838.0,3.1910832751152474
488217.0,7524674.0,4.75
230260.5789473684,7007251.736842105,5.164949023006127
643001.3333333333,6852124.333333333,7.207780644853734
550600.5714285714,7132852.714285714,7.847406451715421
531527.5,6940759.0,5.75
421355.25,6746969.5,7.097406451715422
437960.5,6960801.333333333,5.402593548284578
474143.0,6705896.2,2.7500000000000004
473360.625,6740654.5,7.696325183204197
531163.3333333333,6946055.666666666,5.902593548284577
234178.4,6717630.8,7.910142655755543
600984.0,7045652.0,2.25
270745.71428571426,7032921.142857143,4.347406451715422
253972.625,6709165.75,4.1605928707984265
225632.375,6822483.625,1.060372770539289
527404.6666666666,6845146.111111111,2.835508953428427
499832.0,7653239.0,6.75
432118.9230769231,6934890.615384616,6.686813580916996
207039.75,6773908.375,7.840221670798971
516005.1666666666,6839875.916666666,3.011723259987715
466454.0,7397986.5,6.75
432716.0,7036691.444444444,1.3194625264167879
430539.3333333333,7202506.777777777,7.4227024661815015
531181.3333333333,7398213.333333333,5.75
452156.0,6719308.600000001,2.5726745053202835
459025.60000000003,6725824.800000001,7.75
493709.0,7540928.0,7.75
285099.8,6753476.2,2.1063361244926018
232015.81818181818,6984283.363636364,7.75
205042.3333333333,6788454.5,5.1689011252649175
516695.4,6752803.2,6.191083275115247
541942.0,6875407.5,3.2500000000000004
380034.53125,6690551.21875,7.640880651338406
486144.5,7459985.25,7.046257423791977
465845.60000000003,6731360.2,5.13388677240362
224355.38461538462,6835716.230769231,1.1230460592292084
449944.5,6839627.300000001,7.331098874735082
650048.625,6933756.0,5.199900235088216
506137.0,7722820.0,2.7500000000000004
412403.2,6867141.5,2.9025935482845777
541948.8,6864900.0,7.75
450790.6470588235,6797658.647058823,4.308916724884753
588011.0,7215307.333333333,2.7500000000000004
443481.6666666666,7080584.333333333,3.168901125264918
450670.75,7382082.5,4.097406451715422
435846.4,7370517.2,3.218807572587486
352710.1904761905,6688406.904761905,7.5216313423887
486187.0,7466679.0,7.75
389179.75,7310065.75,3.0462574237919777
433640.2857142857,6907032.428571428,4.0511490279234454
